0,source,sink,preferential_attachment
16900,183589,2875421,77040
16901,1762695,3894304,2240
16902,1804714,2124574,16125
16903,4459519,4201072,2444
16904,880985,559996,5624
16905,3739716,3433977,84740
16906,4345638,4402986,52920
16907,760911,4769980,73863
16908,1328079,2940560,1011
16909,4585504,3833411,230
16910,2080615,81572,3857
16911,4276773,1460900,432
16912,4020896,4191665,25806
16913,474214,4489237,3117620
16914,3189286,3172266,4880
16915,3864253,356069,68248
16916,4633050,1989693,4040
16917,3432810,4436263,1472
16918,4474227,600324,720
16919,987119,3940516,20330
16920,3550020,2555731,699780
16921,3773223,101042,4952
16922,2295365,4794871,1960
16923,482013,2977970,666
16924,1719385,541286,572
16925,3155675,4075838,99
16926,3421034,1339406,13910
16927,451336,3188415,9561
16928,800457,2739141,172272
16929,1211335,2937523,179578
16930,2753624,2299454,291
16931,203866,1572027,192
16932,2630123,2284049,16745
16933,1770017,3305736,9504
16934,2766651,4071300,7641
16935,4391130,2571731,2225
16936,1052846,4018644,6174
16937,706647,2200167,10
16938,694908,930462,315
16939,515744,2181209,92126
16940,2404729,2456153,2860
16941,1313574,2387528,249690
16942,282738,1938134,94770
16943,49577,2762097,192832
16944,3326044,4800252,785
16945,954573,4588812,4551
16946,886108,2181771,3192
16947,632527,4720169,19716
16948,1185153,894440,11931
16949,250077,2949090,1094
16950,4457096,2194391,352
16951,784291,4221275,497800
16952,4000455,4411597,15600
16953,4736071,4338103,9860
16954,1831842,3982191,19260
16955,1711644,2808502,38777302
16956,452521,1702416,297416
16957,3093160,2811103,1700
16958,658580,271871,1750
16959,1828452,74464,3012
16960,1852722,2981520,2050
16961,1163192,1012601,1338
16962,1148355,3854875,1973
16963,1657112,3198902,15
16964,4274057,1583824,18165
16965,2753362,816461,35152
16966,2458095,3864414,1338
16967,1157744,2399429,222200
16968,286472,44976,76866
16969,2044305,693986,146663508
16970,2452484,2299176,28
16971,4510458,4183230,1950
16972,3601250,953612,354
16973,4155389,3656697,68409
16974,3544496,4036279,25025
16975,3455815,3805779,82
16976,421879,3292787,3696
16977,4437817,1593626,722
16978,4418160,3230707,118178
16979,632981,3246168,20900
16980,4503627,637046,7904
16981,1927697,4007276,935424
16982,4450340,3627516,2979
16983,1558394,68717,117424
16984,3248559,1749540,13167
16985,2011883,1851190,663494
16986,4437816,539296,3417572
16987,1862492,3272419,1518
16988,117464,2774130,3081
16989,4673128,1151673,67155
16990,4565915,3718611,96375
16991,615061,1471083,9440
16992,4024736,4598408,5664
16993,4426017,2435515,3388564
16994,3070150,4700248,329284
16995,2809592,2817097,3354
16996,82872,1293541,249
16997,2277594,2178176,21532
16998,911889,3877717,56758
16999,1270544,2140292,3040
17000,1081747,995211,141
17001,3307154,10479,759
17002,4583756,300836,24
17003,1292765,1747983,33212
17004,2533205,1773848,122
17005,2288696,3550092,1926400
17006,3773259,3174530,136
17007,2637650,3472287,1072
17008,2841994,2415668,45756
17009,2882296,361516,140658
17010,1339179,4282422,1748
17011,2524834,3273144,179130
17012,1961152,2240752,1265
17013,598650,3938509,30225
17014,2926583,2635704,600
17015,1854519,1119081,1236
17016,2316167,3451911,45248
17017,1393405,3361653,7626
17018,4811875,4500635,1488
17019,1361678,2381903,9540
17020,111873,4049358,49
17021,3083369,2015591,6
17022,1751451,1963475,1838109
17023,482952,3442104,26574
17024,4849746,833087,9520
17025,4662682,3015412,1745
17026,2608552,1440298,95795
17027,2857848,3213485,163173
17028,1168552,1701775,60207
17029,2769145,1719521,48
17030,454478,524231,4482
17031,2708096,2459659,66920
17032,2405212,4072904,668412
17033,2289360,4513538,266961
17034,1419973,1802489,276133
17035,3385133,1145736,200
17036,3067475,1123570,1463
17037,4066375,4659925,1560
17038,1450511,3067722,322200
17039,3424702,4452088,75808
17040,954783,1011229,382
17041,3987814,3649391,6525
17042,810996,2688383,10615
17043,1411592,4445347,1067285
17044,2921487,1043563,16184
17045,749437,1565970,1881
17046,2451559,1565469,36784
17047,2961396,792414,11913
17048,3678124,3088266,1380
17049,1245238,4417294,128
17050,4792744,4096753,70
17051,2443914,2846050,7332
17052,4527149,336634,18540
17053,2027323,44494,59533
17054,3629855,91496,500
17055,4856301,1217734,8512
17056,1140769,1458564,464640
17057,2589603,1220080,21126
17058,368544,3381219,556001
17059,1404923,762976,576
17060,2344207,1632116,10710
17061,469289,2950467,785376
17062,2142339,2776760,6916
17063,2073992,3260141,61633
17064,315203,269579,640
17065,3399075,1780012,9105
17066,2819607,1448812,37926
17067,2842980,2029656,56
17068,1696218,2070941,316307
17069,528340,4446035,63
17070,667698,4841867,337053
17071,3032217,1809949,1315812
17072,3290292,159117,42
17073,153739,933487,6912
17074,3284422,938850,513
17075,4698588,332418,118668
17076,2206524,1235784,102336
17077,3152813,4489871,352060
17078,4489126,3740891,18530
17079,2612480,151284,30100
17080,4266324,2526596,589077
17081,3559844,2622002,216
17082,201208,4683295,594
17083,2518902,1851018,7070
17084,2739693,979757,378488
17085,942619,3703507,975
17086,1249709,4559445,379
17087,378763,2742058,450
17088,2286608,3892326,8463
17089,1093940,2573302,1862
17090,127935,2288696,693504
17091,2429371,793369,2277
17092,732072,4177388,27538
17093,4530892,4585393,366
17094,2913556,4622017,14904
17095,2891986,2957222,48646080
17096,39963,782127,70800
17097,62120,811888,458328
17098,382772,2321535,142
17099,1268036,1151104,35964
17100,1865522,3272419,6578
17101,1004157,1901639,63510
17102,2485942,4264205,1984
17103,2459137,2418354,78912
17104,2590511,1782555,78792
17105,1548079,1910305,741
17106,4405928,1311396,16604
17107,467667,543031,48000
17108,4851420,4348895,157664
17109,2415333,2919558,597168
17110,253647,4663750,956
17111,66296,2807313,19261
17112,4519174,1870576,1938
17113,4000455,484418,1680
17114,4231067,3857721,4986
17115,4533563,4173881,936
17116,1978719,2535495,39872
17117,46386,1310076,10944
17118,4299698,4221275,546440
17119,780183,3657309,2130
17120,1708548,2989478,1961
17121,3692126,299370,14152
17122,3996192,4581556,5671
17123,4336035,4506525,874
17124,1784779,2740141,14177592
17125,3883165,2300056,6852
17126,959466,3051213,6500
17127,572638,2282326,189596
17128,1313859,870449,1808
17129,3863884,4299096,24598
17130,3344278,3262022,38500
17131,1854587,1776573,329290
17132,3675243,3150726,2960
17133,870325,2307937,4608
17134,2469227,3217056,86
17135,3046655,1438067,16208
17136,2915489,2177945,1513941
17137,3935736,2389893,30282
17138,4582850,1026878,18207
17139,1056812,4563298,8211
17140,852454,2351234,6615
17141,3403438,4543488,252
17142,3370783,1563202,722
17143,4112224,3006320,94517
17144,1867142,4709984,148192
17145,4060750,1104492,700
17146,2859284,2355552,21
17147,3876498,4644181,62208
17148,3863938,3230897,4845
17149,4436625,4408422,9
17150,3921377,2374198,49850
17151,3362633,4494363,237
17152,1242131,3829906,61236
17153,4257692,3276173,17
17154,4183881,3880025,103944
17155,4183505,3110498,135
17156,4232521,1569196,102
17157,953689,4237584,1662
17158,3068598,1826444,595
17159,2218404,3786230,511344
17160,143808,2737043,718432
17161,1345338,952857,411884
17162,4461366,4297649,204
17163,1709398,2093740,561
17164,2873352,4453454,16430
17165,1526087,74037,7616
17166,254775,2479687,446472
17167,585515,1851286,9810
17168,2130370,2523087,81696
17169,4589413,1055752,112490
17170,1607095,1683988,177723
17171,3876498,3154244,1080
17172,323480,4831920,60
17173,4451424,1525155,81991
17174,3575619,1930498,3904
17175,1533032,1262160,6102
17176,302559,3546032,858
17177,2161230,2334727,1264
17178,327775,3643955,1078
17179,4564185,18063,128
17180,2780596,2634469,3578211
17181,3371721,2897544,187
17182,245914,4326349,170035
17183,2180900,1691279,369840
17184,3533203,3049987,1826
17185,3935217,2688049,305
17186,4726693,2864345,4745
17187,2672744,4497384,10101
17188,126225,1655682,699
17189,3696903,3965490,158400
17190,2987422,3088232,71691
17191,2018252,1825161,20570
17192,2355419,1564717,3550
17193,1330951,1529584,12990
17194,4495110,4312924,20116
17195,2055573,3060652,7659
17196,163323,4168057,24600
17197,4256122,3306747,23624
17198,3143090,862013,27404
17199,779591,2294440,193279
17200,3525030,846037,3412
17201,1624821,264330,1428
17202,118419,2209821,145770
17203,1708627,2633964,631995
17204,1337079,3435888,46176
17205,1274565,2452298,11
17206,428740,1526327,326
17207,521406,1068279,8279
17208,4183818,343801,81
17209,1242778,985671,64
17210,1140548,2076173,26719
17211,2785552,1929540,157
17212,1474194,1690853,102194
17213,1620797,2171582,544806
17214,233391,3143771,1420
17215,2092721,3088132,34
17216,4316474,2549365,1559892
17217,2308067,4802097,186
17218,3060951,2729405,8742
17219,3778382,3376555,4913376
17220,1000021,615210,2925
17221,3652753,2595101,2112801
17222,373567,2074055,9830
17223,1185153,2058355,11349
17224,3848276,2131286,214542
17225,151400,4123006,102
17226,1147283,3733760,138779
17227,487236,2182305,1387440
17228,3606548,3109765,311406
17229,69528,1624632,287195
17230,987119,3413940,3382
17231,448545,4052929,110760
17232,4605688,1123905,55544
17233,975971,1762013,561
17234,2810139,1619950,9752
17235,4100597,765161,400
17236,2066084,3219427,5967
17237,3381093,2819249,76
17238,2685339,2005963,376
17239,1234822,1493771,2238
17240,3145827,2335954,17340
17241,483345,654819,165816
17242,4655206,4349861,45663
17243,1420569,1216709,143616
17244,4728872,3275373,2016
17245,3075099,4135491,9617
17246,2901426,3886908,2
17247,573693,1620779,15052
17248,306263,1996515,82
17249,4493888,3910136,1542
17250,3463486,4476306,84488
17251,1551253,4556087,101
17252,4380170,1080486,925
17253,2544304,146027,96268
17254,4059648,1086605,364078
17255,201625,4527118,25
17256,4697244,3045851,2534
17257,1127824,202403,56
17258,2297732,2122126,508782
17259,2492766,20388,34319565
17260,2389638,4494976,81224
17261,2625649,3691952,13074171
17262,815236,525267,1068
17263,2122458,3388095,5575
17264,4468684,1589761,444264
17265,4585767,1634220,150
17266,1127321,1802489,1019568
17267,490034,3240191,256
17268,1442258,2864009,1824
17269,4114810,133673,6981944
17270,1285540,3491843,45
17271,2657839,2941892,2952
17272,312827,944355,3080
17273,2605192,1177572,83956
17274,4104618,321658,104445
17275,2421670,1547617,576
17276,3197878,2775117,89
17277,2939832,1376849,1102
17278,1877187,2463483,688
17279,3418483,2128222,1344
17280,1698954,2980852,2080
17281,4755797,264419,4426519
17282,4413292,960628,10270
17283,836880,1260041,17920
17284,1497888,257424,285
17285,895784,1170105,808
17286,2199850,692385,8956
17287,2444511,3637329,9894
17288,1664956,2997762,8736
17289,400088,3551129,21252
17290,2659983,547021,531000
17291,2192074,2970609,2376
17292,570340,3737661,4025
17293,2673081,4230619,1700
17294,2574355,1776329,668
17295,4786076,339851,70
17296,2609001,3344819,654
17297,1220744,448823,13420148
17298,1445324,3781702,3072
17299,638553,967876,146
17300,3834803,1144129,182016
17301,2880262,3639345,96
17302,1999330,2234579,127775
17303,2431787,2558262,6772
17304,1662400,2152552,40588
17305,1624632,2902117,4045
17306,3356839,2910207,188810
17307,500004,1331722,127349
17308,4746121,2285539,18358
17309,4294475,2219398,1078
17310,2831459,4389806,1636041
17311,814362,3124920,437373
17312,1094048,1732686,4184
17313,2819314,1240459,6
17314,2671829,1727401,1818
17315,4278949,3561795,324
17316,4433960,1920082,517112
17317,2382107,1126430,801784
17318,4470885,3249703,12580
17319,4366747,339664,3126
17320,3538427,3377568,1863
17321,1041928,200920,14186
17322,165165,2471151,2484
17323,244019,3094254,1809236
17324,3343502,3837950,527
17325,1186044,127903,11730
17326,2243044,2886118,296
17327,102620,2983633,5943920
17328,992746,4149071,42324391
17329,4746042,3425385,227
17330,3122872,3526871,6552
17331,2314127,2554588,129168
17332,184936,3145794,470
17333,577443,2650055,65116
17334,3389569,160672,8766
17335,884956,4234418,437
17336,3226472,1480681,1961982
17337,4820667,3733760,49286
17338,2809458,2850790,1201449
17339,4588149,447909,740
17340,3577809,4429820,19740
17341,1659040,2236136,13260
17342,2052678,2083867,322
17343,545107,2938150,42229
17344,3964175,309988,408
17345,4189431,4271161,25140
17346,1946519,2461390,102483
17347,71051,4073304,6240
17348,4460306,235729,976
17349,4338310,1891197,10856
17350,402005,4373587,8704
17351,207922,1565469,145464
17352,2330265,2106414,304640
17353,4479486,4604255,561
17354,1061650,462113,62
17355,894855,436162,1434782
17356,3206038,3586170,500
17357,1296800,3465628,264005
17358,3783047,1103297,8228
17359,348409,3539009,20256
17360,4468793,1916723,5850
17361,201161,2902295,3159
17362,250275,4504941,452
17363,4317949,4435739,94029
17364,2595763,2345935,38
17365,1091554,4007726,6440
17366,75124,1181373,3675
17367,1414186,741613,339664
17368,562869,1494526,33507
17369,2416844,873247,30210
17370,3617345,94321,1266
17371,3589315,916044,4956
17372,2712752,2232341,588451
17373,2867189,458276,4092
17374,883078,1298207,243622
17375,579408,4527069,4524
17376,2616441,1245281,253915
17377,3134085,3633020,15756
17378,1757836,1341032,7125
17379,4789312,1288951,18190
17380,1094154,1985611,3084
17381,867134,2783092,116602
17382,364543,3143586,29136
17383,4114810,1424720,179916
17384,4015544,137719,1123201
17385,3705097,2619379,6443625
17386,3353466,63419,29645
17387,3447629,2704231,1136953
17388,4439932,1345215,111960
17389,2357487,4646849,63468
17390,1667979,733083,4040
17391,779496,4235009,4
17392,4139012,2259601,1350
17393,4027306,4349861,126187
17394,1594988,3589099,1099
17395,1324994,150783,1695
17396,2819871,745687,237832
17397,649658,3498302,4248
17398,3876498,3127945,392904
17399,2869355,1629964,232403
17400,2050617,4838059,20400
17401,4164647,51263,8876
17402,1651877,1546649,28826
17403,4741695,1527433,26568
17404,2762481,2314931,53431245
17405,3364797,3907166,803
17406,2159522,3916638,89688
17407,579087,4067380,1780
17408,384809,3559844,108
17409,4438429,3939212,2793
17410,2190597,3652456,3486
17411,4371958,1295749,11150
17412,1570326,2869319,23114
17413,2900624,2061982,5236
17414,3376926,32691,14204
17415,3913880,3822734,294
17416,1583910,2088828,960
17417,321607,3667029,267
17418,3151233,3981742,351
17419,3056912,3016866,9525
17420,4019620,2411053,80592
17421,1327948,4052833,384
17422,2606038,2412653,650
17423,3258686,2712479,949806
17424,4152264,552181,2300
17425,3433977,348581,10640
17426,2109195,3219451,858080
17427,4458786,643676,1140
17428,3359051,1943779,996
17429,4187532,3336060,8841
17430,2070225,2768784,2364
17431,3376316,1717115,11938
17432,4365503,3381525,5856
17433,1177821,3491854,30328
17434,895301,2827575,3120
17435,2736659,2683493,96888
17436,2810139,1984901,636
17437,1274227,1175106,321152
17438,751168,3511291,1544
17439,1185400,4288872,130
17440,767155,3330945,205314
17441,2991764,143667,231
17442,1785892,1995135,4576
17443,24518,2061121,1624860
17444,3234845,3754365,9500
17445,613280,4281359,36780
17446,4660393,1290798,1836
17447,1012156,1937956,27720
17448,68717,4519174,66912
17449,1252324,3563782,3
17450,4374328,924926,18780
17451,2362443,301560,158
17452,3480512,3992720,3296
17453,2785062,4414645,1290
17454,2633995,4763426,18966
17455,3543842,3317934,460551
17456,2184704,3541930,2520
17457,1935156,4057903,8428
17458,1151673,601456,6660
17459,1949444,2077380,34224
17460,4153500,4091380,832
17461,436384,50363,49856
17462,1672381,1104187,256520
17463,1052846,2866362,360
17464,3477161,201039,101145
17465,2841091,3895050,434
17466,4311665,4123150,166278
17467,2000766,1746440,1925
17468,1958906,4207069,880
17469,267934,399068,7890
17470,569162,4577294,11360
17471,2590481,993987,2736
17472,290895,1511168,19710
17473,3626275,3095479,2064
17474,1931875,1093074,3390
17475,4315662,2137000,96
17476,245831,4164417,276
17477,4467857,494276,178152
17478,3134865,4467748,56316
17479,2510883,822131,127232
17480,3206038,673613,7750
17481,685814,1207465,3875
17482,1023581,4356781,22518
17483,323017,2284926,134880
17484,629044,4365527,217620
17485,3682375,2506342,770644
17486,4015521,2477408,864
17487,3122724,4725132,13987
17488,1784779,2638090,5648778
17489,2194051,3722122,3312
17490,3965490,2381151,15168
17491,3433120,1489752,37695
17492,1794854,2316764,4636
17493,4049940,3721387,183
17494,2811861,2983959,20654
17495,614584,4694687,209223
17496,3431090,4477791,1920
17497,4420798,960790,35744
17498,44428,247783,263445
17499,677876,3800292,6624
17500,2754404,2843494,8019
17501,620504,3677857,125
17502,1959218,140335,11660
17503,2007869,3174728,223836
17504,3567109,4840852,169128
17505,800457,654046,50634
17506,1796644,23480,1182584
17507,1502161,3272419,4807
17508,2488760,2278126,63798
17509,16514,2544271,1294040
17510,2869529,3250729,12267
17511,1188276,232144,19184
17512,2224557,515744,163429
17513,4579537,4503627,24206
17514,1001158,4346624,16960
17515,4220718,2638828,8672
17516,4248813,3864253,32777
17517,2182564,4751012,67704
17518,4583130,72839,46958548
17519,4218039,3307883,17802
17520,727639,715306,64
17521,911669,2018607,14963700
17522,2780549,2501598,94
17523,838916,999647,270744
17524,3032217,2952034,531924
17525,3751190,1172724,75
17526,3306110,3213642,429360
17527,665289,3714886,900
17528,4857116,1782669,8040
17529,3395854,785703,1240
17530,889015,572902,432
17531,1209450,1778838,322002
17532,1861711,21270,1376
17533,205138,3870424,1800
17534,2739732,3381219,294011
17535,860485,4767155,4900
17536,669195,4220051,7708
17537,3644881,3956643,5580
17538,262622,3068860,117719
17539,247783,3285204,255918
17540,1449857,881639,26358
17541,284590,3126541,91359928
17542,4475147,4338803,15792
17543,4637516,721510,11834632
17544,247570,2672812,24640
17545,3567443,360372,4032
17546,4614692,1515514,896
17547,1543216,874565,150897
17548,4491420,2215015,104193
17549,3334741,953318,88880
17550,2999923,2707294,34
17551,4018719,20274,8908
17552,3847967,2858577,130764
17553,572788,3111553,3056
17554,612944,1262515,108
17555,1836959,3890648,35708
17556,993955,2419747,3920
17557,2284269,4394409,71416
17558,3775154,279718,78592
17559,1272881,4207704,25460
17560,4002172,339851,28
17561,439918,1221560,4840
17562,4306582,4139519,15163
17563,1368123,2297294,6840
17564,2731044,4607406,9156
17565,1865522,1084494,6552
17566,2907035,3785819,31436
17567,374110,2092995,29524
17568,358430,1484443,42237
17569,3172866,2388711,71848
17570,518033,2914535,203320
17571,3009619,3091782,1917
17572,965813,133067,124
17573,4745133,4460363,615
17574,2038453,4247603,1085
17575,1195759,3156941,435
17576,4223704,1300674,17595
17577,3454370,219173,1030
17578,4559119,4812944,39440
17579,3241571,2916253,9675
17580,2694822,3216852,1644
17581,2465377,2343422,236840
17582,2684857,2675084,78698
17583,3972476,1700534,139772
17584,4698904,540230,564
17585,4587860,3743858,115702
17586,3330805,4655074,41720
17587,4168492,3163676,5024
17588,1673567,2794942,110
17589,3336834,2592514,30
17590,3909397,1898377,1154079
17591,1166150,848620,1679000
17592,52235,4833985,6006
17593,1963765,1238500,7575
17594,1514831,1827730,96
17595,2019650,944112,4561100
17596,2891986,3297819,3192
17597,4397729,3003606,231
17598,3976056,1411549,59
17599,291369,2598395,26
17600,1415961,2795571,180
17601,1452009,1175120,49324
17602,3360411,516058,204585
17603,1071241,680825,74448
17604,4158172,914431,156
17605,2071647,4687539,206600
17606,179199,2057326,179256
17607,3192705,2195150,210
17608,4686860,3072310,5588
17609,2623530,3898516,3770
17610,3815268,1022079,2714
17611,24518,2708269,1543617
17612,3110933,3152119,156408
17613,1332928,3594776,1166
17614,4131296,1062616,33135
17615,1115883,1607510,3140
17616,2790267,4546609,106353
17617,3317842,2033077,2964
17618,2423759,113631,6330
17619,1231556,4013518,27468
17620,4277166,582677,135981
17621,3380223,3938509,22100
17622,884526,1945638,4290
17623,4748180,3122121,2272
17624,2569134,4669614,6996
17625,4225951,2465586,4232
17626,1943954,3092886,284
17627,3085270,800650,73386
17628,1489608,2447141,12412
17629,2279021,2499150,2925
17630,1281236,3958825,111387
17631,4006878,1195457,72380
17632,1397316,361516,908958
17633,3656559,2485566,341510
17634,384798,2041714,27090
17635,398610,90099,268
17636,3693634,4109725,980
17637,2502650,4824762,106387
17638,3542408,2810556,14331408
17639,1437100,614029,8316
17640,819524,4073952,3717
17641,3446384,3763328,870684
17642,3554863,673867,19454
17643,4171601,2023251,135100
17644,3061931,458248,337608
17645,2361673,3797484,5152
17646,1402550,3863253,40794
17647,4145274,4320734,54500
17648,4264006,4737686,944526
17649,3134865,4849061,684
17650,1960965,156422,17748
17651,1384162,1873662,22
17652,4743021,298027,33
17653,1789163,2549365,323912
17654,2332217,3762352,38
17655,2095057,4131612,12976
17656,3876972,3246920,75
17657,664668,438367,2379132
17658,4015150,4397205,242697
17659,1926769,1811600,84
17660,1308257,3206370,23618
17661,1546131,451911,11427
17662,553713,802163,5250
17663,4396298,4838897,5457
17664,1365177,320351,7004
17665,164062,1901868,350
17666,1322754,4111077,28120
17667,2898157,727535,70924
17668,884956,3870120,228
17669,3431040,2765046,16148
17670,3817376,2615043,88230
17671,4415275,3180922,56425
17672,2220766,2087774,712
17673,1482465,4202477,4000
17674,444678,4698566,73678
17675,2002028,4038895,221
17676,2599308,1367591,17372
17677,44793,760372,385410
17678,254778,88847,72306
17679,1288846,17660,1926372
17680,2975035,968076,1292
17681,4044435,3494738,146
17682,180076,861951,17
17683,3119414,2294543,22022
17684,917232,3926754,370854
17685,3362288,4119512,264140
17686,3128435,3561896,101750
17687,4282164,2200421,120342
17688,3996001,4669426,2184
17689,597128,133167,304612
17690,2564846,4560563,88
17691,616024,3864687,104
17692,917043,592017,48546
17693,1137063,311379,18795
17694,4049029,703160,114312
17695,1735998,4012404,1036
17696,1897795,2272405,419
17697,4180161,4397115,474315
17698,2346319,4761107,149000166
17699,1662352,3078618,62964
17700,114486,1968565,126910
17701,1608021,1322906,11016
17702,1616921,321434,137160
17703,3016297,1037778,51136
17704,3324917,475239,685
17705,1406432,2152768,13158
17706,1378653,3717064,358960
17707,481068,2058921,301
17708,301558,3585846,3094
17709,3362929,398674,43
17710,1463943,2022965,2110
17711,4170897,2666656,306
17712,1844607,4366504,8088
17713,1911102,2245901,6649
17714,378508,2680834,2418
17715,2512017,3473339,6264
17716,4050606,2466320,300
17717,2116957,20388,282183090
17718,3642094,2447630,27714
17719,348818,318664,11520
17720,2573758,2861149,33453
17721,3296324,360419,7050
17722,823030,3962800,189
17723,210398,4120369,9334
17724,154280,2209426,9450
17725,710896,1593151,792
17726,948829,515833,364
17727,4761886,2019009,71048
17728,2503691,3140069,604
17729,589699,2320981,123
17730,3775117,3638960,3182
17731,2318797,246134,8687
17732,1747728,1090362,9324
17733,2406275,2940705,105
17734,3471710,3388065,265164
17735,2434585,4676590,52
17736,821954,928558,6083
17737,4439932,3487630,975918
17738,4014664,224924,20650
17739,4669595,2374192,150960
17740,4289014,4445347,122785
17741,946418,228338,84
17742,3885069,16514,298760
17743,3849807,2424592,856
17744,895471,2448905,750
17745,1447709,2441994,4260
17746,4361726,1974922,74824
17747,2944476,151023,170
17748,2371619,3431823,384
17749,2434787,545407,2262
17750,4168231,410856,117711
17751,3727094,3179103,4830
17752,3799084,2326520,3367
17753,163243,4211919,5625
17754,4760418,4138543,6405
17755,1486569,3630782,30820
17756,3626935,933229,68680
17757,1116041,388479,39
17758,2895959,4775006,303
17759,3306232,2211637,1140
17760,4695321,3487024,2355161
17761,2040373,1831651,194
17762,3050428,3810102,14445
17763,3847724,3007034,39424
17764,4553412,3097520,9072
17765,3279714,818774,720708
17766,2146706,4270830,30564
17767,3726255,3704159,390
17768,1395365,2929961,1104
17769,3729429,2723571,3192
17770,3307496,4612111,895776
17771,4860976,1633997,1900
17772,184061,2518490,21808
17773,242742,905802,645
17774,3675664,2287766,2044
17775,1790470,2917920,455
17776,482013,331410,16206
17777,194555,881743,12540
17778,922843,2099606,1095
17779,1034159,2984603,36738278
17780,3699998,2505555,312
17781,762550,44029,1968
17782,1844402,3136047,828
17783,4242752,2783695,509786
17784,4008658,2351965,1026
17785,1910873,3528096,94147
17786,1184643,1194347,7749
17787,3484834,850459,1100880
17788,1963616,3307281,17346
17789,1557386,2588598,350
17790,534956,1126954,750
17791,3566116,75076,414
17792,1227172,1675437,70
17793,1832321,2153423,9576
17794,4175026,2919386,11024
17795,3765619,3475694,2470
17796,4181727,3688754,2214
17797,4757493,4249958,10320
17798,624390,792181,675
17799,1363494,4422390,607926
17800,3294470,1632157,71379
17801,1807313,1840846,13032
17802,4201925,2383694,405
17803,4260026,756544,361
17804,1572709,1311181,20
17805,815643,2228597,54891
17806,3121168,1863670,1020
17807,90690,3252919,1092
17808,4012059,3353962,393657
17809,3615588,2183235,3057340
17810,938662,346378,2380
17811,2568040,1552739,10697
17812,111642,4241389,90100
17813,322384,4706356,172
17814,2804165,2158734,724
17815,4722553,48997,545
17816,1043406,2971821,40182
17817,1653770,2973887,400
17818,3418707,2357817,191730
17819,2956481,663843,245964
17820,1679775,575631,5300
17821,4197533,1063241,22308
17822,4202243,1538355,3784
17823,281768,4053572,10
17824,2453453,648368,290
17825,1432703,522675,7728
17826,1340111,2223204,57939
17827,4461493,4699529,64505
17828,2557232,423663,12920
17829,3599469,838292,4368
17830,1891611,4813188,5055
17831,4710426,4109816,329250
17832,3805820,2606340,471
17833,149178,2049419,38
17834,1767764,3422412,163631
17835,2584690,4506542,1158
17836,4003975,4025148,9984
17837,3146959,1503594,104016
17838,4064997,3190064,10511
17839,742996,1266395,528
17840,1249709,3667797,3032
17841,3060621,1900652,4623
17842,254680,4849918,3146
17843,1210769,1276441,31
17844,3488853,1353327,12866
17845,3313632,1268722,85624
17846,1223102,1247278,2934
17847,1614789,2057832,1428
17848,3108614,1315507,18816
17849,2704231,2156336,509780
17850,2328147,1003913,4452
17851,371188,4673618,2618
17852,1145892,1659691,4080
17853,3756319,2187352,8687
17854,3574860,2833120,354
17855,516087,1515040,75240
17856,3663160,4705258,564
17857,2210168,634938,590
17858,347715,814251,200
17859,3781059,1539635,2898
17860,380060,4624215,70172
17861,2220490,1173367,2008
17862,3237960,2558590,2403
17863,1970862,4847918,451100
17864,2036264,2285921,14141
17865,3484834,3379495,1112
17866,2459137,2222705,62472
17867,212929,4294595,17
17868,559996,1766150,592
17869,4296616,4751012,75764
17870,3974654,910755,988928
17871,1657938,1131188,18880
17872,358430,1544367,131404
17873,1382021,4349462,112
17874,4793374,1287366,66
17875,1289851,3078090,50
17876,1285199,3939554,84495
17877,1151954,3377456,2249360
17878,1165817,4398938,136864
17879,1433583,4738337,429
17880,4061791,3592444,31899
17881,4503955,3414969,508
17882,1838667,4013573,230880
17883,3369872,717002,90951
17884,3620704,3466924,528
17885,3169284,4680387,792
17886,4745133,3353962,18573
17887,2171894,20388,99908067
17888,3135620,3581929,249475
17889,2333626,873920,811008
17890,3753699,4523941,1620
17891,1939968,4256808,7605
17892,1050330,4314542,15972
17893,862429,2514837,456
17894,4668159,929096,63800
17895,256201,3573438,87
17896,1641876,2892595,104
17897,353122,854429,434
17898,244019,3448406,286
17899,3146323,2245748,136436
17900,1630781,3786712,3546
17901,3993477,3540191,650
17902,680060,1460513,6118
17903,4265826,2747234,33108
17904,1546331,3479537,105456
17905,3096632,848757,104894
17906,4472299,653605,194266
17907,2857848,1952419,20274
17908,4000455,4819757,7680
17909,929096,3633888,38599
17910,3065239,2636592,65178
17911,3033279,1835820,125
17912,2527476,766629,3942
17913,2669627,947762,4424
17914,99644,4061500,28065
17915,1068926,2615043,62280
17916,362884,3378355,558360
17917,2685708,108575,1720
17918,4625977,2812154,525
17919,2557742,4791575,84303
17920,3958179,1610202,10921
17921,313432,3865596,6666
17922,1257049,3863375,456
17923,1333788,1262005,651
17924,213594,1611653,42058
17925,4773119,2289271,1440
17926,4709390,4768634,96
17927,1305103,4859682,172189
17928,4679904,3594937,8582
17929,1900959,2108224,55581
17930,3414541,4465497,19635
17931,1456387,4261446,425
17932,4362368,586989,11439
17933,4590131,938558,71344
17934,3733760,3713835,125809
17935,992746,377575,3087009
17936,2048710,3425931,6171
17937,1892505,4276162,184560
17938,4722544,3940516,39055
17939,694011,4454527,5805
17940,17245,409660,111204
17941,4026802,900249,2365
17942,2098811,339567,38076
